Month,Obs #,name,E-mail,Nationality,User Name,Tel,Address,Job Title,DoB,Gender,Marital Status,Education Level,Complain,Suggestion,FeedBack
Nov-21,20,X20,X20,Non Kuwaiti,X20,555555,"Kuwait, AlJahra",Higher Management,9-Apr,Female,Single,College,You will be expected to treat all subordinates equally.,Are you agreeable to my suggestion?,Maintains good working relationships with coworkers.
Nov-21,21,X21,X21,Non Kuwaiti,X21,555555,"Kuwait, Mobark Alkabeer",Lower Management,17-Sep,Male,Married,College,You will be expected to give equal access to training.,Might I make a suggestion?,Demonstrates “team player” behavior views individual success as imperative to group success.
Nov-21,22,X22,X22,Non Kuwaiti,X22,555555,"Kuwait, Mobark Alkabeer",Middle Management,18-Sep,Male,Married,College,You will be expected to make sure all employees have some challenging work to do.,The mayor bucked at the school board's suggestion.,"Direct, straightforward, honest and polite."
Nov-21,23,X23,X23,Non Kuwaiti,X23,555555,"Kuwait, Mobark Alkabeer",Higher Management,19-Sep,Male,Married,Two year College,You will be expected to counsel employees when they are having difficulty doing their work correctly and to make a note of it.,We value your suggestion highly.,"Always cordial and willing to help coworkers, students, and clients."
Nov-21,24,X24,X24,Non Kuwaiti,X24,555555,"Kuwait, Mobark Alkabeer",Executive,20-Sep,Male,Married,College,You will be expected to maintain a good working relationship with your subordinates and to act as a positive role model for your employees.,You can put forward your suggestion at the meeting.,"Enthusiastic, energetic and displays positive behavior."
Nov-21,25,X25,X25,Non Kuwaiti,X25,555555,"Kuwait, Mobark Alkabeer",Professional,21-Sep,Male,Married,Two year College,You will be expected to do your work in an enthusiastic and effective manner.,The delegate moved for a reconsideration of the suggestion.,"Usually needs direct supervision, even for mundane and everyday tasks."
Nov-21,26,X26,X26,Non Kuwaiti,X26,555555,"Kuwait, AlAhmadi",Engineering,18-Feb,Male,Widowed,College,You will be expected to work in a way that inspires confidence and trust among your subordinates.,May I present a suggestion?,Is not able to think independently or to deal with unexpected occurrences.
Nov-21,27,X27,X27,Non Kuwaiti,X27,555555,"Kuwait, AlAhmadi",Education,19-Feb,Female,Divorce,Two year College,You will be expected to counsel employees privately behind closed doors.,Someone came out with a most useful suggestion.,Gets flustered in unusual situations.
Nov-21,28,X28,X28,Non Kuwaiti,X28,555555,"Kuwait, AlAhmadi",Medical,20-Feb,Female,Sperated,Higher Education,You will be expected to maintain a smooth functioning work group committed to customer service.,The suggestion inevitably provoked outrage from student leaders.,Does not always make the best decisions to fit the situation.
Nov-21,29,X29,X29,Non Kuwaiti,X29,555555,"Kuwait, AlAhmadi",Administrator,21-Feb,Female,Married,Higher Education,You will be expected to communicate performance expectations clearly.,Felicity seemed pleased at the suggestion.,Usually adjusts well to changes in the work place.
Nov-21,30,X30,X30,Non Kuwaiti,X30,555555,"Kuwait, AlAhmadi",Technical,22-Feb,Male,Married,College,You will be expected to conduct thorough and timely performance planning sessions with subordinates.,She firmly rejected the suggestion that she had lied to Parliament.,"Maintains good customer service relations, even under stress."
Dec-21,1,X1,X1,Kuwaiti,X1,555555,"Kuwait, Hawalli",Lower Management,15-Aug,Male,Single,Non Educated,You will be expected to document subordinates job performance and provide helpful feedback.,I want to make a suggestion.,Looks for ways to streamline procedures to improve efficiency and customer service.
Dec-21,2,X2,X2,Kuwaiti,X2,555555,"Kuwait, Hawalli",Middle Management,16-Aug,Female,Married,Elementry School,You will be expected to complete fair performance appraisals when they are due.,His suggestion was greeted with hoots of laughter.,Sets priorities and adjusts them as needed when unexpected situations arise.
Dec-21,3,X3,X3,Kuwaiti,X3,555555,"Kuwait, Hawalli",Higher Management,17-Aug,Female,Divorce,Middle School,You will be expected to avoid rating biases.,He surmised that the suggestion wouldn't find favour.,"Adapted to new systems and processes well and seeks out training to enhance knowledge, skills and abilities."
Dec-21,4,X4,X4,Kuwaiti,X4,555555,"Kuwait, Hawalli",Executive,18-Aug,Female,Sperated,High School,"You will be expected to discuss all performance planning, documentation, and review materials with me as the reviewer (Budget Unit Head) prior to the meetings with your subordinates.",This suggestion won't be welcomed at No. 10.,Always seems to know when to ask questions and when to seek guidance.
Dec-21,5,X5,X5,Kuwaiti,X5,555555,"Kuwait, Hawalli",Professional,19-Aug,Female,Widowed,Two year College,"You will be expected to draft and proof written correspondence, such that few errors are evident and few corrections are needed.",They fobbed off our suggestion.,"Reports, forms, memos and correspondence are often completed late or not at all."
Dec-21,6,X6,X6,Kuwaiti,X6,555555,"Kuwait, Capital",Engineering,1-May,Female,Single,College,You will be expected to work toward professional certification in your field/discipline.,Can I make a suggestion?,Uses a condescending tone when talking to others in the office.
Dec-21,7,X7,X7,Kuwaiti,X7,555555,"Kuwait, Capital",Education,2-May,Male,Single,Higher Education,You will be expected to participate in 40 hours of job related professional development classes offered by the Human Resource Office.,He balked at making the suggestion.,The supervisor/department head has received a few complaints about contradictory or bad information being given out by the employee.
Dec-21,8,X8,X8,Kuwaiti,X8,555555,"Kuwait, Capital",Medical,3-May,Male,Married,College,"When working with chemical products, you will be expected to always make safety the highest priority and read the instructions on the label for proper usage.",His suggestion borders on the ridiculous.,Phone messages are often unclear or incomplete.
Dec-21,9,X9,X9,Kuwaiti,X9,555555,"Kuwait, Capital",Administrator,4-May,Male,Married,College,You will be expected to perform work in a professional manner and complete assignments on time.,The two leaders were flummoxed by the suggestion.,"Takes messages, writes correspondence, deals with customers and coworkers with sufficient attention to detail."
Dec-21,10,X10,X10,Kuwaiti,X10,555555,"Kuwait, Capital",Technical,5-May,Male,Married,Two year College,You will be expected to accept job assignments willingly and perform them in a satisfactory manner.,He accused Mrs Moore of making an indecent suggestion.,Reports are accurate and well written using proper grammar and punctuation.
Dec-21,11,X11,X11,Kuwaiti,X11,555555,"Kuwait, Alfarwania",Business Man,10-Jun,Male,Married,Elementry School,"You are expected to familiarize yourself with the office procedures, rules and regulations and to be able to answer routine questions regarding the same.",Did the director say anything against your suggestion?,Students and coworkers feel comfortable coming to this employee with questions and comments.
Dec-21,12,X12,X12,Kuwaiti,X12,555555,"Kuwait, Alfarwania",Other,11-Jun,Male,Widowed,Middle School,"You will be expected to keep organized, neat, and accurate records.",Might I make a modest suggestion?,Comes to supervisor/department head with any questions that employee does not know off-hand.
Dec-21,13,X13,X13,Kuwaiti,X13,555555,"Kuwait, Alfarwania",Professional,12-Jun,Female,Single,Elementry School,You will be expected to proofread all written or typed materials for errors and keep all publications for the office updated as needed.,We are in the process of reviewing your suggestion.,Always asks questions and seeks guidance when not sure of what to do.
Dec-21,14,X14,X14,Kuwaiti,X14,555555,"Kuwait, Alfarwania",Engineering,13-Jun,Female,Single,Middle School,You will be expected to use your experience and training to complete your assignments in a satisfactory manner.,His suggestion is in a sense workable.,Demonstrates excellent oral and written communication skills.
Dec-21,15,X15,X15,Kuwaiti,X15,555555,"Kuwait, Alfarwania",Education,14-Jun,Female,Single,Two year College,You will be expected to pay attention to detail when completing assignments.,He made an indecent suggestion to my wife.,Frequently comes to the wrong conclusions and assumes things.
Dec-21,16,X16,X16,Non Kuwaiti,X16,555555,"Kuwait, AlJahra",Medical,5-Apr,Male,Sperated,High School,You will be expected to keep up with current changes in laws related to your position.,I want to offer a suggestion.,"Did not make sure that all subordinates were productive at all times, which is a daily requirement of this job."
Dec-21,17,X17,X17,Non Kuwaiti,X17,555555,"Kuwait, AlJahra",Administrator,6-Apr,Female,Divorce,Non Educated,You will be expected to type most documents with no typos or formatting errors.,He made the suggestion that we go by.,Needs to develop analytical skills necessary to weigh options and choose the best way to deal with situations.
Dec-21,18,X18,X18,Non Kuwaiti,X18,555555,"Kuwait, AlJahra",Lower Management,7-Apr,Male,Divorce,Higher Education,You will be expected to check spelling on all documents before sending them out.,He dismissed her suggestion out of hand.,Spends too much time focusing on less important aspects of daily job.
Dec-21,19,X19,X19,Non Kuwaiti,X19,555555,"Kuwait, AlJahra",Middle Management,8-Apr,Female,Widowed,College,You will be expected to complete tasks as assigned.,Have you got an alternative suggestion?,Often offers workable solutions to problems.
Dec-21,20,X20,X20,Non Kuwaiti,X20,555555,"Kuwait, AlJahra",Higher Management,9-Apr,Female,Single,College,You will be expected to work at a rate that is similar to teammates so teamwork goes smoothly.,Are you agreeable to my suggestion?,Uses good judgment in solving problems and working with others.
Dec-21,21,X21,X21,Non Kuwaiti,X21,555555,"Kuwait, Mobark Alkabeer",Lower Management,17-Sep,Male,Married,College,You will be expected to develop an organized filing system that enables others to access necessary files in case of your absence.,Might I make a suggestion?,"Uses PPR ratings in making decisions related to new hires, promotions and merit increases."
Dec-21,22,X22,X22,Non Kuwaiti,X22,555555,"Kuwait, Mobark Alkabeer",Middle Management,18-Sep,Male,Married,College,You will be expected to prepare and process purchase requisitions and receiving reports timely.,The mayor bucked at the school board's suggestion.,Can zero in on the cause of problems and offer creative solutions.
Dec-21,23,X23,X23,Non Kuwaiti,X23,555555,"Kuwait, Mobark Alkabeer",Higher Management,19-Sep,Male,Married,Two year College,"You will be expected to establish, organize, and maintain all departmental files.",We value your suggestion highly.,Displays strong analytical skills.
Dec-21,24,X24,X24,Non Kuwaiti,X24,555555,"Kuwait, Mobark Alkabeer",Executive,20-Sep,Male,Married,College,You will be expected to keep current balances of all budget accounts.,You can put forward your suggestion at the meeting.,Always offers ideas to solve problems based on good information and sound judgment.
Dec-21,25,X25,X25,Non Kuwaiti,X25,555555,"Kuwait, Mobark Alkabeer",Professional,21-Sep,Male,Married,Two year College,You will be expected to maintain a to do list to help you stay on top of dead lines.,The delegate moved for a reconsideration of the suggestion.,Displays initiative and enthusiasm during everyday work.
Dec-21,26,X26,X26,Non Kuwaiti,X26,555555,"Kuwait, AlAhmadi",Engineering,18-Feb,Male,Widowed,College,You will be expected to observe time reporting rules and regulations.,May I present a suggestion?,Conducts research or seeks counsel of experts to gather information needed in making actual decisions.
Dec-21,27,X27,X27,Non Kuwaiti,X27,555555,"Kuwait, AlAhmadi",Education,19-Feb,Female,Divorce,Two year College,You will be expected to refrain from making unauthorized solicitations while on duty or on University premises.,Someone came out with a most useful suggestion.,Frequently rude and impolite.
Dec-21,28,X28,X28,Non Kuwaiti,X28,555555,"Kuwait, AlAhmadi",Medical,20-Feb,Female,Sperated,Higher Education,You will be expected to meet production standards for your position. (Be sure to list benchmarks related to the position).,The suggestion inevitably provoked outrage from student leaders.,Demonstrates poor customer relations skills.
Dec-21,29,X29,X29,Non Kuwaiti,X29,555555,"Kuwait, AlAhmadi",Administrator,21-Feb,Female,Married,Higher Education,"You will be expected to ensure that routine office procedures (i.e. folders pulled, calendars created and distributed, folders filed, mail delivered and picked up, supplies kept current, student workers supervised) are completed on a daily basis.",Felicity seemed pleased at the suggestion.,Frequently carries on personal conversations in person or on the phone while clients and customers wait.
Dec-21,30,X30,X30,Non Kuwaiti,X30,555555,"Kuwait, AlAhmadi",Technical,22-Feb,Male,Married,College,You will be expected to observe University policies.,She firmly rejected the suggestion that she had lied to Parliament.,Gets annoyed with clients who ask too many questions.
